"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","tvtot","dcldef","dclenv","dclintr","dclmig","dclwlfr","euftf","freehms","gincdif","lrscale","polcmpl","polintr","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstun","vote","imbgeco","imueclt","prtvtit","prtvtbit","prtvtcit","prtclit","prtclbit","prtclcit","prtcldit","gndr","agea","edulvla","edulvlb","emplrel","marital","marsts","edlvit","edlvdit","edlveit","regionit","mnrgtjb","implvdm","ccnthum","yrbrn"
"ESS1e06_6",1,"6.6","01.12.2018",3039200,"IT",0.9931,0.72737056,4.067886,,,,,,2,1,3,1,1,3,,2,1,6,1,2,7,5,8,5,6,,7,2,6,8,66,,,8,,,,2,39,3,,1,1,,4,,,1,,,,1964
"ESS1e06_6",1,"6.6","01.12.2018",3039300,"IT",0.9931,1.5958242,4.067886,,,,,,4,2,2,2,2,2,,1,2,4,2,2,8,7,6,5,6,,8,1,8,8,8,,,66,,,,1,55,2,,1,1,,3,,,1,,,,1948
"ESS1e06_6",1,"6.6","01.12.2018",3039400,"IT",0.9931,1.552206,4.067886,,,,,,2,1,3,1,1,3,,2,3,7,2,3,5,6,6,3,6,,6,1,5,5,9,,,9,,,,2,65,1,,1,1,,2,,,1,,,,1938
"ESS1e06_6",1,"6.6","01.12.2018",3039500,"IT",0.9931,1.1821305,4.067886,,,,,,4,3,3,3,1,1,,2,1,3,3,2,4,7,7,3,2,,3,1,5,7,1,,,1,,,,1,52,2,,1,2,,3,,,1,,,,1951
"ESS1e06_6",1,"6.6","01.12.2018",3039600,"IT",0.9931,2.3416617,4.067886,,,,,,5,1,1,1,1,1,,2,2,6,1,3,6,4,8,6,5,,6,1,5,8,77,,,88,,,,2,30,5,,1,5,,5,,,1,,,,1973
"ESS1e06_6",1,"6.6","01.12.2018",3041400,"IT",0.9931,1.1821305,4.067886,,,,,,2,1,3,3,3,4,,2,2,6,1,2,7,2,2,4,5,,3,1,5,4,15,,,1,,,,1,52,2,,2,1,,3,,,1,,,,1951
"ESS1e06_6",1,"6.6","01.12.2018",3043800,"IT",0.9869,1.7012087,4.067886,,,,,,3,1,4,2,1,4,,2,3,88,5,4,6,4,7,1,3,,5,1,5,5,88,,,66,,,,1,26,2,,2,5,,3,,,1,,,,1977
"ESS1e06_6",1,"6.6","01.12.2018",3043900,"IT",0.9869,1.7012087,4.067886,,,,,,2,2,4,2,2,2,,1,4,6,2,1,9,6,10,5,8,,7,1,8,8,15,,,15,,,,1,20,2,,1,5,,3,,,1,,,,1983
"ESS1e06_6",1,"6.6","01.12.2018",3044000,"IT",1.4804,1.7621851,4.067886,,,,,,6,1,3,2,1,3,,3,1,5,3,3,5,5,6,3,4,,4,1,2,3,77,,,66,,,,1,45,2,,2,1,,3,,,1,,,,1958
"ESS1e06_6",1,"6.6","01.12.2018",3044100,"IT",0.9869,1.1305666,4.067886,,,,,,3,2,2,2,1,3,,2,3,3,3,2,8,7,8,6,6,,8,1,5,7,1,,,66,,,,2,34,3,,1,1,,4,,,1,,,,1969
"ESS1e06_6",1,"6.6","01.12.2018",3044200,"IT",0.9869,1.3865343,4.067886,,,,,,5,1,3,1,1,3,,2,1,7,3,2,8,8,8,5,7,,9,1,8,8,8,,,8,,,,1,28,3,,1,5,,4,,,1,,,,1975
"ESS1e06_6",1,"6.6","01.12.2018",3044300,"IT",0.9869,1.1305666,4.067886,,,,,,2,1,4,4,3,4,,2,1,7,3,3,5,4,7,3,3,,6,1,2,3,4,,,66,,,,2,33,3,,2,1,,4,,,1,,,,1970
"ESS1e06_6",1,"6.6","01.12.2018",3044400,"IT",0.9869,0.7103665,4.067886,,,,,,3,2,3,2,2,3,,2,4,4,3,2,4,5,6,2,4,,4,1,8,6,1,,,66,,,,2,55,5,,1,1,,6,,,1,,,,1948
"ESS1e06_6",1,"6.6","01.12.2018",3044500,"IT",0.9869,1.5628629,4.067886,,,,,,1,1,4,2,3,4,,2,1,8,3,4,6,7,9,5,7,,8,1,1,5,9,,,9,,,,2,34,2,,2,1,,3,,,1,,,,1969
"ESS1e06_6",1,"6.6","01.12.2018",3044600,"IT",0.9869,0.7228295,4.067886,,,,,,6,3,4,3,3,4,,2,4,4,4,2,6,8,7,3,5,,6,1,6,6,13,,,66,,,,2,54,3,,1,1,,4,,,1,,,,1949
"ESS1e06_6",1,"6.6","01.12.2018",3044700,"IT",0.9869,1.5425155,4.067886,,,,,,2,8,8,8,8,8,,2,3,88,5,4,88,2,5,3,5,,88,1,88,88,77,,,66,,,,2,85,1,,6,4,,1,,,1,,,,1918
"ESS1e06_6",1,"6.6","01.12.2018",3044800,"IT",0.9869,1.1575559,4.067886,,,,,,1,2,4,2,2,3,,2,2,6,1,1,8,3,6,5,7,,7,1,8,2,8,,,8,,,,1,52,3,,1,2,,4,,,1,,,,1951
"ESS1e06_6",1,"6.6","01.12.2018",3045900,"IT",1.962,3.1527612,4.067886,,,,,,2,1,2,2,2,3,,2,3,8,3,2,6,5,7,6,7,,6,1,3,88,8,,,8,,,,1,67,1,,2,1,,2,,,1,,,,1936
"ESS1e06_6",1,"6.6","01.12.2018",3046000,"IT",1.308,1.277412,4.067886,,,,,,4,8,1,2,8,4,,4,2,4,3,3,4,5,5,3,4,,4,1,5,5,10,,,66,,,,2,45,2,,6,1,,3,,,1,,,,1958
"ESS1e06_6",1,"6.6","01.12.2018",3046100,"IT",1.308,2.2547178,4.067886,,,,,,7,1,3,2,3,3,,2,2,7,2,2,6,4,4,4,5,,5,1,4,4,8,,,66,,,,1,23,2,,1,5,,3,,,1,,,,1980
"ESS1e06_6",1,"6.6","01.12.2018",3046200,"IT",1.308,1.277412,4.067886,,,,,,4,8,1,8,1,1,,3,3,88,2,4,5,6,6,5,3,,3,1,3,5,77,,,66,,,,2,46,2,,2,1,,3,,,1,,,,1957
"ESS1e06_6",1,"6.6","01.12.2018",3046300,"IT",1.308,1.5341809,4.067886,,,,,,2,1,3,2,2,3,,2,3,7,1,2,9,7,9,8,8,,10,1,7,8,10,,,66,,,,1,43,3,,2,1,,4,,,1,,,,1960
"ESS1e06_6",1,"6.6","01.12.2018",3046400,"IT",0.9869,0.7228295,4.067886,,,,,,3,1,3,1,1,4,,1,2,5,2,3,6,5,7,2,4,,5,1,6,7,2,,,66,,,,2,49,3,,1,2,,4,,,1,,,,1954
"ESS1e06_6",1,"6.6","01.12.2018",3046500,"IT",1.962,1.4370164,4.067886,,,,,,2,1,2,1,2,3,,3,3,88,3,2,5,7,6,3,7,,7,1,3,6,77,,,77,,,,2,47,3,,1,1,,4,,,1,,,,1956
"ESS1e06_6",1,"6.6","01.12.2018",3046600,"IT",0.9869,1.1747503,4.067886,,,,,,5,2,3,1,1,3,,2,2,6,5,3,0,2,6,0,1,,4,2,2,1,66,,,66,,,,1,51,2,,1,1,,3,,,1,,,,1952
"ESS1e06_6",1,"6.6","01.12.2018",3046700,"IT",0.9869,1.5425155,4.067886,,,,,,4,2,2,2,3,2,,2,2,8,3,3,1,2,8,1,5,,2,1,8,9,8,,,66,,,,2,58,2,,1,1,,3,,,1,,,,1945
"ESS1e06_6",1,"6.6","01.12.2018",3048800,"IT",1.308,1.5569698,4.067886,,,,,,6,1,3,2,1,3,,2,2,5,3,2,3,3,2,3,2,,3,1,4,4,77,,,66,,,,1,47,2,,2,9,,3,,,1,,,,1956
"ESS1e06_6",1,"6.6","01.12.2018",3053300,"IT",2.9562,2.8870683,4.067886,,,,,,4,8,2,2,1,4,,3,2,88,8,4,4,4,4,2,88,,3,3,5,6,66,,,66,,,,2,47,2,,3,1,,3,,,1,,,,1956
"ESS1e06_6",1,"6.6","01.12.2018",3053400,"IT",0.9854,0.8857571,4.067886,,,,,,7,1,1,1,1,3,,2,2,1,2,3,1,1,1,0,1,,1,2,10,7,66,,,66,,,,1,60,3,,1,1,,4,,,1,,,,1943
"ESS1e06_6",1,"6.6","01.12.2018",3053900,"IT",0.9854,0.8857571,4.067886,,,,,,6,3,4,8,8,8,,2,2,4,8,8,1,5,6,0,0,,3,1,2,10,13,,,66,,,,1,56,3,,1,2,,4,,,1,,,,1947
"ESS1e06_6",1,"6.6","01.12.2018",3054000,"IT",0.9854,1.583451,4.067886,,,,,,1,8,8,8,8,8,,4,1,88,1,4,2,2,2,2,1,,2,1,5,7,77,,,66,,,,1,69,1,,1,4,,2,,,1,,,,1934
"ESS1e06_6",1,"6.6","01.12.2018",3054200,"IT",0.9854,1.031481,4.067886,,,,,,5,2,4,2,1,4,,1,2,3,3,2,7,9,7,5,7,,10,1,7,5,77,,,77,,,,2,67,3,,1,1,,4,,,1,,,,1936
"ESS1e06_6",1,"6.6","01.12.2018",3055300,"IT",1.9708,3.120975,4.067886,,,,,,0,2,3,2,2,2,,2,2,88,1,4,1,1,1,1,1,,1,2,5,5,66,,,66,,,,2,29,2,,3,5,,3,,,1,,,,1974
"ESS1e06_6",1,"6.6","01.12.2018",3055700,"IT",0.9854,0.8757237,4.067886,,,,,,4,2,2,1,1,2,,2,2,3,3,1,7,6,5,5,7,,6,1,8,8,1,,,1,,,,1,57,5,,1,1,,6,,,1,,,,1946
"ESS1e06_6",1,"6.6","01.12.2018",3055800,"IT",0.9854,0.8857571,4.067886,,,,,,4,8,1,2,4,4,,2,1,5,1,4,4,1,10,3,2,,8,1,3,0,8,,,7,,,,1,58,3,,1,1,,4,,,1,,,,1945
"ESS1e06_6",1,"6.6","01.12.2018",3058100,"IT",0.9927,1.0949444,4.067886,,,,,,4,2,2,1,2,3,,2,3,3,4,2,6,8,6,3,6,,5,1,9,9,1,,,66,,,,1,51,5,,1,1,,6,,,1,,,,1952
"ESS1e06_6",1,"6.6","01.12.2018",3058200,"IT",0.9927,1.1816543,4.067886,,,,,,3,3,4,3,4,4,,2,2,88,3,3,5,6,6,3,6,,5,1,5,5,77,,,66,,,,1,53,2,,2,1,,3,,,1,,,,1950
"ESS1e06_6",1,"6.6","01.12.2018",3058300,"IT",0.9927,1.5951815,4.067886,,,,,,3,2,2,2,3,3,,2,2,0,5,3,0,0,7,0,0,,6,1,9,2,77,,,66,,,,1,65,1,,1,1,,1,,,1,,,,1938
"ESS1e06_6",1,"6.6","01.12.2018",3059000,"IT",0.9927,1.1816543,4.067886,,,,,,7,1,3,2,4,3,,2,2,5,3,2,6,3,7,5,5,,8,1,88,5,77,,,66,,,,1,38,2,,1,1,,3,,,1,,,,1965
"ESS1e06_6",1,"6.6","01.12.2018",3059400,"IT",0.9927,1.7112067,4.067886,,,,,,5,3,4,2,3,4,,1,1,3,5,4,3,5,5,1,2,,6,1,5,7,1,,,66,,,,1,28,2,,1,5,,3,,,1,,,,1975
"ESS1e06_6",1,"6.6","01.12.2018",3059700,"IT",0.9927,0.9694854,4.067886,,,,,,7,3,1,1,1,2,,4,1,0,3,1,7,5,10,3,7,,7,2,8,8,66,,,17,,,,2,46,1,,6,1,,2,,,1,,,,1957
"ESS1e06_6",1,"6.6","01.12.2018",3059800,"IT",0.9927,0.9694854,4.067886,,,,,,5,2,1,3,1,3,,1,1,1,3,2,10,8,8,5,7,,7,1,6,8,1,,,66,,,,2,49,2,,2,4,,3,,,1,,,,1954
"ESS1e06_6",1,"6.6","01.12.2018",3059900,"IT",0.9927,1.5951815,4.067886,,,,,,3,1,2,8,2,1,,3,2,88,1,3,2,3,1,2,3,,88,8,9,88,66,,,88,,,,1,60,2,,1,1,,3,,,1,,,,1943
"ESS1e06_6",1,"6.6","01.12.2018",3060800,"IT",0.9927,0.72707754,4.067886,,,,,,2,1,4,3,3,1,,1,3,3,5,4,7,5,88,0,3,,7,1,9,10,77,,,77,,,,2,42,3,,1,2,,4,,,1,,,,1961
"ESS1e06_6",1,"6.6","01.12.2018",3063100,"IT",0.9911,0.7259057,4.067886,,,,,,7,1,3,8,1,3,,2,2,88,2,4,88,5,5,3,3,,1,1,8,8,77,,,66,,,,2,49,3,,1,5,,4,,,1,,,,1954
"ESS1e06_6",1,"6.6","01.12.2018",3063300,"IT",0.9911,1.569514,4.067886,,,,,,4,2,2,2,2,3,,2,2,9,2,2,4,6,6,5,6,,6,1,6,7,9,,,9,,,,2,33,2,,1,2,,3,,,1,,,,1970
"ESS1e06_6",1,"6.6","01.12.2018",3064200,"IT",0.9911,1.0374476,4.067886,,,,,,7,1,3,2,3,3,,4,2,6,8,4,4,3,5,3,2,,3,1,5,7,77,,,66,,,,2,55,3,,1,1,,4,,,1,,,,1948
"ESS1e06_6",1,"6.6","01.12.2018",3064300,"IT",0.9911,1.54908,4.067886,,,,,,4,3,4,2,3,4,,2,4,88,3,4,6,7,6,4,4,,6,1,5,7,77,,,66,,,,2,72,2,,2,2,,3,,,1,,,,1931
"ESS1e06_6",1,"6.6","01.12.2018",3068900,"IT",0.247,0.21950857,4.067886,,,,,,6,2,2,2,1,3,,1,4,3,3,2,88,8,3,6,6,,8,1,8,8,1,,,66,,,,1,59,5,,1,1,,6,,,3,,,,1944
"ESS1e06_6",1,"6.6","01.12.2018",3069400,"IT",0.9943,1.3969308,4.067886,,,,,,3,2,3,2,2,3,,1,3,8,2,1,2,4,3,2,3,,2,1,5,8,8,,,8,,,,1,31,3,,1,5,,4,,,3,,,,1972
"ESS1e06_6",1,"6.6","01.12.2018",3070000,"IT",0.9943,0.8937571,4.067886,,,,,,7,2,1,1,2,2,,1,1,5,3,2,5,5,10,5,5,,1,1,5,3,8,,,66,,,,1,58,3,,1,1,,4,,,3,,,,1945
"ESS1e06_6",1,"6.6","01.12.2018",3070200,"IT",0.9943,1.5540817,4.067886,,,,,,7,1,1,1,1,1,,2,1,3,4,3,5,5,9,5,5,,5,1,5,8,77,,,77,,,,2,71,1,,3,1,,2,,,3,,,,1932
"ESS1e06_6",1,"6.6","01.12.2018",3070300,"IT",0.9943,0.971048,4.067886,,,,,,3,1,1,4,1,1,,1,3,5,5,3,2,5,4,1,2,,1,1,5,4,3,,,66,,,,2,45,1,,6,1,,2,,,3,,,,1958
"ESS1e06_6",1,"6.6","01.12.2018",3070400,"IT",0.247,0.4257762,4.067886,,,,,,7,3,4,4,1,4,,1,1,6,3,2,6,5,7,4,5,,8,1,0,2,9,,,9,,,,1,28,2,,1,1,,3,,,3,,,,1975
"ESS1e06_6",1,"6.6","01.12.2018",3071300,"IT",0.247,0.39690724,4.067886,,,,,,6,1,3,2,3,4,,2,1,0,1,2,0,10,10,0,4,,0,1,8,9,7,,,7,,,,1,62,1,,3,1,,2,,,3,,,,1941
"ESS1e06_6",1,"6.6","01.12.2018",3071800,"IT",0.9943,1.0254145,4.067886,,,,,,4,3,3,2,2,4,,1,3,6,2,2,7,7,5,6,7,,6,2,9,9,66,,,9,,,,2,35,5,,1,1,,7,,,3,,,,1968
"ESS1e06_6",1,"6.6","01.12.2018",3072800,"IT",0.9908,1.5486112,4.067886,,,,,,0,8,4,2,3,4,,1,1,5,5,1,2,5,5,0,2,,6,1,10,8,77,,,66,,,,2,59,2,,1,3,,3,,,2,,,,1944
"ESS1e06_6",1,"6.6","01.12.2018",3073100,"IT",1.2384,0.9070342,4.067886,,,,,,4,2,1,2,3,3,,2,4,4,3,3,10,7,10,6,7,,10,1,7,9,4,,,4,,,,2,41,3,,1,1,,4,,,2,,,,1962
"ESS1e06_6",1,"6.6","01.12.2018",3073200,"IT",0.9908,1.0299987,4.067886,,,,,,3,1,4,2,1,3,,1,2,2,4,4,7,8,9,3,6,,5,1,6,8,1,,,1,,,,1,30,5,,1,5,,5,,,2,,,,1973
"ESS1e06_6",1,"6.6","01.12.2018",3077400,"IT",1.3239,1.5758963,4.067886,,,,,,4,1,4,2,3,4,,1,1,0,5,4,7,10,10,0,0,,0,1,10,10,7,,,7,,,,1,41,2,,1,5,,3,,,3,,,,1962
"ESS1e06_6",1,"6.6","01.12.2018",3077500,"IT",1.3239,1.5758963,4.067886,,,,,,4,2,3,2,2,3,,1,2,3,3,2,6,5,6,4,5,,4,2,6,6,66,,,66,,,,1,37,2,,2,1,,3,,,3,,,,1966
"ESS1e06_6",1,"6.6","01.12.2018",3077600,"IT",1.3239,2.1273906,4.067886,,,,,,5,1,3,2,2,8,,1,1,5,5,3,88,5,5,2,88,,88,1,7,7,70,,,66,,,,1,63,2,,2,4,,3,,,3,,,,1940
"ESS1e06_6",1,"6.6","01.12.2018",3078100,"IT",1.3239,2.1273906,4.067886,,,,,,4,1,3,2,2,2,,2,5,3,3,2,6,8,8,0,2,,8,1,8,10,2,,,5,,,,1,70,1,,2,1,,2,,,3,,,,1933
"ESS1e06_6",1,"6.6","01.12.2018",3078200,"IT",1.3239,1.1900282,4.067886,,,,,,4,3,3,1,3,3,,1,1,2,3,1,8,8,7,2,3,,5,2,8,8,66,,,7,,,,1,65,3,,2,4,,4,,,3,,,,1938
"ESS1e06_6",1,"6.6","01.12.2018",3078300,"IT",1.7652,1.7239202,4.067886,,,,,,2,8,3,2,3,3,,2,3,5,4,4,5,6,8,88,6,,88,1,5,5,77,,,66,,,,2,47,2,,1,1,,3,,,3,,,,1956
"ESS1e06_6",1,"6.6","01.12.2018",3078400,"IT",1.3239,1.8599987,4.067886,,,,,,2,1,3,2,3,3,,2,2,5,2,3,7,5,7,4,6,,7,1,5,4,77,,,66,,,,1,24,3,,1,5,,4,,,3,,,,1979
